radiation_type,position,physical_point_id,distance_cm,height_cm,geometry_x_cm,geometry_y_cm,geometry_z_cm,instrument_model,measurement_quantity,response_reference,instrument_orientation_deg,instrument_orientation_limit_deg,reported_rate_uSv_h,reported_rate_uncertainty_uSv_h,above_background_2sigma,horizontal_position_limit_cm,height_position_limit_cm,analysis_height_interval,analysis_height_interval_label,source_table,source_rate_column,source_uncertainty_column,source_significance_column,source_position_limit_column,source_height_limit_column,reported_relative_uncertainty_percent
gamma,P1,P1_x13_h45,13.0,45.0,0.0,-48.405,4.0,GCA-07W-DL with LND 712 GM tube,detector-indicated Cs-137-equivalent gamma dose rate,LND 712 active-volume centre,0.0,1.0,24.417,0.2411207658128535,True,1.0,1.0,lower,Lower height interval (38–65 cm),/root/Rfys_VI/RFP-master/Bachelor_projekt/NF_AmBe_Parafifn/N4_5_measured_gamma_outputs/tables/measured_gamma_scan_summary_final.csv,detector_indicated_gamma_dose_rate_cs137_equivalent_uSv_h,detector_indicated_gamma_dose_rate_cs137_equivalent_uncertainty_uSv_h,above_background_2sigma,horizontal_line_position_uncertainty_cm,height_uncertainty_cm,0.9875118393449379
gamma,P1,P1_x57_h45,57.0,45.0,0.0,-92.405,4.0,GCA-07W-DL with LND 712 GM tube,detector-indicated Cs-137-equivalent gamma dose rate,LND 712 active-volume centre,0.0,1.0,6.927,0.12666279685387,True,1.0,1.0,lower,Lower height interval (38–65 cm),/root/Rfys_VI/RFP-master/Bachelor_projekt/NF_AmBe_Parafifn/N4_5_measured_gamma_outputs/tables/measured_gamma_scan_summary_final.csv,detector_indicated_gamma_dose_rate_cs137_equivalent_uSv_h,detector_indicated_gamma_dose_rate_cs137_equivalent_uncertainty_uSv_h,above_background_2sigma,horizontal_line_position_uncertainty_cm,height_uncertainty_cm,1.8285375610490835
gamma,P1,P1_x124_h45,124.0,45.0,0.0,-159.405,4.0,GCA-07W-DL with LND 712 GM tube,detector-indicated Cs-137-equivalent gamma dose rate,LND 712 active-volume centre,0.0,1.0,1.993,0.080549065294803,True,1.0,1.0,lower,Lower height interval (38–65 cm),/root/Rfys_VI/RFP-master/Bachelor_projekt/NF_AmBe_Parafifn/N4_5_measured_gamma_outputs/tables/measured_gamma_scan_summary_final.csv,detector_indicated_gamma_dose_rate_cs137_equivalent_uSv_h,detector_indicated_gamma_dose_rate_cs137_equivalent_uncertainty_uSv_h,above_background_2sigma,horizontal_line_position_uncertainty_cm,height_uncertainty_cm,4.041598860752785
gamma,P1,P1_x6_h50,6.0,50.0,0.0,-41.405,9.0,GCA-07W-DL with LND 712 GM tube,detector-indicated Cs-137-equivalent gamma dose rate,LND 712 active-volume centre,0.0,1.0,33.293,0.2927339410917563,True,1.0,1.0,lower,Lower height interval (38–65 cm),/root/Rfys_VI/RFP-master/Bachelor_projekt/NF_AmBe_Parafifn/N4_5_measured_gamma_outputs/tables/measured_gamma_scan_summary_final.csv,detector_indicated_gamma_dose_rate_cs137_equivalent_uSv_h,detector_indicated_gamma_dose_rate_cs137_equivalent_uncertainty_uSv_h,above_background_2sigma,horizontal_line_position_uncertainty_cm,height_uncertainty_cm,0.8792657348143944
gamma,P1,P1_x10_h50,10.0,50.0,0.0,-45.405,9.0,GCA-07W-DL with LND 712 GM tube,detector-indicated Cs-137-equivalent gamma dose rate,LND 712 active-volume centre,0.0,1.0,17.262,0.197065279897047,True,1.0,1.0,lower,Lower height interval (38–65 cm),/root/Rfys_VI/RFP-master/Bachelor_projekt/NF_AmBe_Parafifn/N4_5_measured_gamma_outputs/tables/measured_gamma_scan_summary_final.csv,detector_indicated_gamma_dose_rate_cs137_equivalent_uSv_h,detector_indicated_gamma_dose_rate_cs137_equivalent_uncertainty_uSv_h,above_background_2sigma,horizontal_line_position_uncertainty_cm,height_uncertainty_cm,1.141613253951147
gamma,P2,P2_x2_h65,2.0,65.0,45.261251980533466,-36.261251980533466,24.0,GCA-07W-DL with LND 712 GM tube,detector-indicated Cs-137-equivalent gamma dose rate,LND 712 active-volume centre,0.0,1.0,3.429,0.091852198543614,True,1.0,1.0,lower,Lower height interval (38–65 cm),/root/Rfys_VI/RFP-master/Bachelor_projekt/NF_AmBe_Parafifn/N4_5_measured_gamma_outputs/tables/measured_gamma_scan_summary_final.csv,detector_indicated_gamma_dose_rate_cs137_equivalent_uSv_h,detector_indicated_gamma_dose_rate_cs137_equivalent_uncertainty_uSv_h,above_background_2sigma,horizontal_line_position_uncertainty_cm,height_uncertainty_cm,2.6786876215693787
gamma,P2,P2_x57_h65,57.0,65.0,84.15212494579359,-75.15212494579359,24.0,GCA-07W-DL with LND 712 GM tube,detector-indicated Cs-137-equivalent gamma dose rate,LND 712 active-volume centre,0.0,1.0,1.5569999999999995,0.0703361236052026,True,1.0,1.0,lower,Lower height interval (38–65 cm),/root/Rfys_VI/RFP-master/Bachelor_projekt/NF_AmBe_Parafifn/N4_5_measured_gamma_outputs/tables/measured_gamma_scan_summary_final.csv,detector_indicated_gamma_dose_rate_cs137_equivalent_uSv_h,detector_indicated_gamma_dose_rate_cs137_equivalent_uncertainty_uSv_h,above_background_2sigma,horizontal_line_position_uncertainty_cm,height_uncertainty_cm,4.517413205215326
gamma,P2,P2_x114_h65,114.0,65.0,124.45721147342678,-115.45721147342678,24.0,GCA-07W-DL with LND 712 GM tube,detector-indicated Cs-137-equivalent gamma dose rate,LND 712 active-volume centre,0.0,1.0,0.647,0.0556778685092759,True,1.0,1.0,lower,Lower height interval (38–65 cm),/root/Rfys_VI/RFP-master/Bachelor_projekt/NF_AmBe_Parafifn/N4_5_measured_gamma_outputs/tables/measured_gamma_scan_summary_final.csv,detector_indicated_gamma_dose_rate_cs137_equivalent_uSv_h,detector_indicated_gamma_dose_rate_cs137_equivalent_uncertainty_uSv_h,above_background_2sigma,horizontal_line_position_uncertainty_cm,height_uncertainty_cm,8.60554381905346
gamma,P2,P2_x176_h65,176.0,65.0,168.2978319069927,-159.2978319069927,24.0,GCA-07W-DL with LND 712 GM tube,detector-indicated Cs-137-equivalent gamma dose rate,LND 712 active-volume centre,0.0,1.0,0.3379999999999999,0.0506951674225463,True,1.0,1.0,lower,Lower height interval (38–65 cm),/root/Rfys_VI/RFP-master/Bachelor_projekt/NF_AmBe_Parafifn/N4_5_measured_gamma_outputs/tables/measured_gamma_scan_summary_final.csv,detector_indicated_gamma_dose_rate_cs137_equivalent_uSv_h,detector_indicated_gamma_dose_rate_cs137_equivalent_uncertainty_uSv_h,above_background_2sigma,horizontal_line_position_uncertainty_cm,height_uncertainty_cm,14.998570243356898
gamma,P2,P2_x199_h65,199.0,65.0,184.56128787428327,-175.56128787428332,24.0,GCA-07W-DL with LND 712 GM tube,detector-indicated Cs-137-equivalent gamma dose rate,LND 712 active-volume centre,0.0,1.0,0.2469999999999998,0.0497895571380184,True,1.0,1.0,lower,Lower height interval (38–65 cm),/root/Rfys_VI/RFP-master/Bachelor_projekt/NF_AmBe_Parafifn/N4_5_measured_gamma_outputs/tables/measured_gamma_scan_summary_final.csv,detector_indicated_gamma_dose_rate_cs137_equivalent_uSv_h,detector_indicated_gamma_dose_rate_cs137_equivalent_uncertainty_uSv_h,above_background_2sigma,horizontal_line_position_uncertainty_cm,height_uncertainty_cm,20.157715440493295
gamma,P2,P2_x321_h65,321.0,65.0,270.8283151790421,-261.8283151790421,24.0,GCA-07W-DL with LND 712 GM tube,detector-indicated Cs-137-equivalent gamma dose rate,LND 712 active-volume centre,0.0,1.0,0.1179999999999999,0.0484767985741632,True,1.0,1.0,lower,Lower height interval (38–65 cm),/root/Rfys_VI/RFP-master/Bachelor_projekt/NF_AmBe_Parafifn/N4_5_measured_gamma_outputs/tables/measured_gamma_scan_summary_final.csv,detector_indicated_gamma_dose_rate_cs137_equivalent_uSv_h,detector_indicated_gamma_dose_rate_cs137_equivalent_uncertainty_uSv_h,above_background_2sigma,horizontal_line_position_uncertainty_cm,height_uncertainty_cm,41.08203268996885
gamma,P2,P2_x420_h65,420.0,65.0,340.8318865165103,-331.8318865165103,24.0,GCA-07W-DL with LND 712 GM tube,detector-indicated Cs-137-equivalent gamma dose rate,LND 712 active-volume centre,0.0,1.0,0.0309999999999999,0.0475709995690651,False,1.0,1.0,lower,Lower height interval (38–65 cm),/root/Rfys_VI/RFP-master/Bachelor_projekt/NF_AmBe_Parafifn/N4_5_measured_gamma_outputs/tables/measured_gamma_scan_summary_final.csv,detector_indicated_gamma_dose_rate_cs137_equivalent_uSv_h,detector_indicated_gamma_dose_rate_cs137_equivalent_uncertainty_uSv_h,above_background_2sigma,horizontal_line_position_uncertainty_cm,height_uncertainty_cm,153.45483731956537
gamma,P2,P2_x176_h85,176.0,85.0,168.2978319069927,-159.2978319069927,44.0,GCA-07W-DL with LND 712 GM tube,detector-indicated Cs-137-equivalent gamma dose rate,LND 712 active-volume centre,0.0,1.0,0.2669999999999999,0.0502692749102272,True,1.0,1.0,upper,Upper height interval (85–113 cm),/root/Rfys_VI/RFP-master/Bachelor_projekt/NF_AmBe_Parafifn/N4_5_measured_gamma_outputs/tables/measured_gamma_scan_summary_final.csv,detector_indicated_gamma_dose_rate_cs137_equivalent_uSv_h,detector_indicated_gamma_dose_rate_cs137_equivalent_uncertainty_uSv_h,above_background_2sigma,horizontal_line_position_uncertainty_cm,height_uncertainty_cm,18.827443786601954
gamma,P2,P2_x200_h85,200.0,85.0,185.26839465546988,-176.26839465546988,44.0,GCA-07W-DL with LND 712 GM tube,detector-indicated Cs-137-equivalent gamma dose rate,LND 712 active-volume centre,0.0,1.0,0.2109999999999999,0.0497091540865462,True,1.0,1.0,upper,Upper height interval (85–113 cm),/root/Rfys_VI/RFP-master/Bachelor_projekt/NF_AmBe_Parafifn/N4_5_measured_gamma_outputs/tables/measured_gamma_scan_summary_final.csv,detector_indicated_gamma_dose_rate_cs137_equivalent_uSv_h,detector_indicated_gamma_dose_rate_cs137_equivalent_uncertainty_uSv_h,above_background_2sigma,horizontal_line_position_uncertainty_cm,height_uncertainty_cm,23.558840799311007
gamma,P2,P2_x321_h85,321.0,85.0,270.8283151790421,-261.8283151790421,44.0,GCA-07W-DL with LND 712 GM tube,detector-indicated Cs-137-equivalent gamma dose rate,LND 712 active-volume centre,0.0,1.0,0.049,0.0480520551069358,False,1.0,1.0,upper,Upper height interval (85–113 cm),/root/Rfys_VI/RFP-master/Bachelor_projekt/NF_AmBe_Parafifn/N4_5_measured_gamma_outputs/tables/measured_gamma_scan_summary_final.csv,detector_indicated_gamma_dose_rate_cs137_equivalent_uSv_h,detector_indicated_gamma_dose_rate_cs137_equivalent_uncertainty_uSv_h,above_background_2sigma,horizontal_line_position_uncertainty_cm,height_uncertainty_cm,98.06541858558326
gamma,P2,P2_x400_h85,400.0,85.0,326.68975089277933,-317.68975089277933,44.0,GCA-07W-DL with LND 712 GM tube,detector-indicated Cs-137-equivalent gamma dose rate,LND 712 active-volume centre,0.0,1.0,0.025,0.0478016736108684,False,1.0,1.0,upper,Upper height interval (85–113 cm),/root/Rfys_VI/RFP-master/Bachelor_projekt/NF_AmBe_Parafifn/N4_5_measured_gamma_outputs/tables/measured_gamma_scan_summary_final.csv,detector_indicated_gamma_dose_rate_cs137_equivalent_uSv_h,detector_indicated_gamma_dose_rate_cs137_equivalent_uncertainty_uSv_h,above_background_2sigma,horizontal_line_position_uncertainty_cm,height_uncertainty_cm,191.2066944434736
gamma,P2,P2_x400_h98,400.0,98.0,326.68975089277933,-317.68975089277933,57.0,GCA-07W-DL with LND 712 GM tube,detector-indicated Cs-137-equivalent gamma dose rate,LND 712 active-volume centre,0.0,1.0,0.019,0.04773887304912,False,1.0,1.0,upper,Upper height interval (85–113 cm),/root/Rfys_VI/RFP-master/Bachelor_projekt/NF_AmBe_Parafifn/N4_5_measured_gamma_outputs/tables/measured_gamma_scan_summary_final.csv,detector_indicated_gamma_dose_rate_cs137_equivalent_uSv_h,detector_indicated_gamma_dose_rate_cs137_equivalent_uncertainty_uSv_h,above_background_2sigma,horizontal_line_position_uncertainty_cm,height_uncertainty_cm,251.25722657431578
gamma,P3,P3_x176_h45,176.0,45.0,220.405,0.0,4.0,GCA-07W-DL with LND 712 GM tube,detector-indicated Cs-137-equivalent gamma dose rate,LND 712 active-volume centre,0.0,1.0,0.1429999999999998,0.0487339717240448,True,1.0,1.0,lower,Lower height interval (38–65 cm),/root/Rfys_VI/RFP-master/Bachelor_projekt/NF_AmBe_Parafifn/N4_5_measured_gamma_outputs/tables/measured_gamma_scan_summary_final.csv,detector_indicated_gamma_dose_rate_cs137_equivalent_uSv_h,detector_indicated_gamma_dose_rate_cs137_equivalent_uncertainty_uSv_h,above_background_2sigma,horizontal_line_position_uncertainty_cm,height_uncertainty_cm,34.07970050632508
gamma,P3,P3_x199_h45,199.0,45.0,243.405,0.0,4.0,GCA-07W-DL with LND 712 GM tube,detector-indicated Cs-137-equivalent gamma dose rate,LND 712 active-volume centre,0.0,1.0,0.093,0.0482182538049647,False,1.0,1.0,lower,Lower height interval (38–65 cm),/root/Rfys_VI/RFP-master/Bachelor_projekt/NF_AmBe_Parafifn/N4_5_measured_gamma_outputs/tables/measured_gamma_scan_summary_final.csv,detector_indicated_gamma_dose_rate_cs137_equivalent_uSv_h,detector_indicated_gamma_dose_rate_cs137_equivalent_uncertainty_uSv_h,above_background_2sigma,horizontal_line_position_uncertainty_cm,height_uncertainty_cm,51.847584736521185
gamma,P3,P3_x225_h45,225.0,45.0,269.405,0.0,4.0,GCA-07W-DL with LND 712 GM tube,detector-indicated Cs-137-equivalent gamma dose rate,LND 712 active-volume centre,0.0,1.0,0.0919999999999998,0.0482078831727757,False,1.0,1.0,lower,Lower height interval (38–65 cm),/root/Rfys_VI/RFP-master/Bachelor_projekt/NF_AmBe_Parafifn/N4_5_measured_gamma_outputs/tables/measured_gamma_scan_summary_final.csv,detector_indicated_gamma_dose_rate_cs137_equivalent_uSv_h,detector_indicated_gamma_dose_rate_cs137_equivalent_uncertainty_uSv_h,above_background_2sigma,horizontal_line_position_uncertainty_cm,height_uncertainty_cm,52.39987301388675
gamma,P3,P3_x320_h45,320.0,45.0,364.405,0.0,4.0,GCA-07W-DL with LND 712 GM tube,detector-indicated Cs-137-equivalent gamma dose rate,LND 712 active-volume centre,0.0,1.0,0.0789999999999999,0.0480728613668876,False,1.0,1.0,lower,Lower height interval (38–65 cm),/root/Rfys_VI/RFP-master/Bachelor_projekt/NF_AmBe_Parafifn/N4_5_measured_gamma_outputs/tables/measured_gamma_scan_summary_final.csv,detector_indicated_gamma_dose_rate_cs137_equivalent_uSv_h,detector_indicated_gamma_dose_rate_cs137_equivalent_uncertainty_uSv_h,above_background_2sigma,horizontal_line_position_uncertainty_cm,height_uncertainty_cm,60.851723249224875
gamma,P3,P3_x5_h64,5.0,64.0,49.405,0.0,23.0,GCA-07W-DL with LND 712 GM tube,detector-indicated Cs-137-equivalent gamma dose rate,LND 712 active-volume centre,0.0,1.0,4.875,0.1076304426590279,True,1.0,1.0,lower,Lower height interval (38–65 cm),/root/Rfys_VI/RFP-master/Bachelor_projekt/NF_AmBe_Parafifn/N4_5_measured_gamma_outputs/tables/measured_gamma_scan_summary_final.csv,detector_indicated_gamma_dose_rate_cs137_equivalent_uSv_h,detector_indicated_gamma_dose_rate_cs137_equivalent_uncertainty_uSv_h,above_background_2sigma,horizontal_line_position_uncertainty_cm,height_uncertainty_cm,2.2078039519800594
gamma,P3,P3_x57_h64,57.0,64.0,101.405,0.0,23.0,GCA-07W-DL with LND 712 GM tube,detector-indicated Cs-137-equivalent gamma dose rate,LND 712 active-volume centre,0.0,1.0,1.0139999999999998,0.0612118028489061,True,1.0,1.0,lower,Lower height interval (38–65 cm),/root/Rfys_VI/RFP-master/Bachelor_projekt/NF_AmBe_Parafifn/N4_5_measured_gamma_outputs/tables/measured_gamma_scan_summary_final.csv,detector_indicated_gamma_dose_rate_cs137_equivalent_uSv_h,detector_indicated_gamma_dose_rate_cs137_equivalent_uncertainty_uSv_h,above_background_2sigma,horizontal_line_position_uncertainty_cm,height_uncertainty_cm,6.0366669476238775
gamma,P3,P3_x114_h64,114.0,64.0,158.405,0.0,23.0,GCA-07W-DL with LND 712 GM tube,detector-indicated Cs-137-equivalent gamma dose rate,LND 712 active-volume centre,0.0,1.0,0.325,0.0505667875190821,True,1.0,1.0,lower,Lower height interval (38–65 cm),/root/Rfys_VI/RFP-master/Bachelor_projekt/NF_AmBe_Parafifn/N4_5_measured_gamma_outputs/tables/measured_gamma_scan_summary_final.csv,detector_indicated_gamma_dose_rate_cs137_equivalent_uSv_h,detector_indicated_gamma_dose_rate_cs137_equivalent_uncertainty_uSv_h,above_background_2sigma,horizontal_line_position_uncertainty_cm,height_uncertainty_cm,15.559011544332954
gamma,P3,P3_x320_h65,320.0,65.0,364.405,0.0,24.0,GCA-07W-DL with LND 712 GM tube,detector-indicated Cs-137-equivalent gamma dose rate,LND 712 active-volume centre,0.0,1.0,0.0919999999999998,0.0482078831727757,False,1.0,1.0,lower,Lower height interval (38–65 cm),/root/Rfys_VI/RFP-master/Bachelor_projekt/NF_AmBe_Parafifn/N4_5_measured_gamma_outputs/tables/measured_gamma_scan_summary_final.csv,detector_indicated_gamma_dose_rate_cs137_equivalent_uSv_h,detector_indicated_gamma_dose_rate_cs137_equivalent_uncertainty_uSv_h,above_background_2sigma,horizontal_line_position_uncertainty_cm,height_uncertainty_cm,52.39987301388675
gamma,P3,P3_x176_h88,176.0,88.0,220.405,0.0,47.0,GCA-07W-DL with LND 712 GM tube,detector-indicated Cs-137-equivalent gamma dose rate,LND 712 active-volume centre,0.0,1.0,0.1259999999999999,0.0488466989672792,True,1.0,1.0,upper,Upper height interval (85–113 cm),/root/Rfys_VI/RFP-master/Bachelor_projekt/NF_AmBe_Parafifn/N4_5_measured_gamma_outputs/tables/measured_gamma_scan_summary_final.csv,detector_indicated_gamma_dose_rate_cs137_equivalent_uSv_h,detector_indicated_gamma_dose_rate_cs137_equivalent_uncertainty_uSv_h,above_background_2sigma,horizontal_line_position_uncertainty_cm,height_uncertainty_cm,38.76722140260257
gamma,P4,P4_x0_h58,0.0,58.0,43.84703841816037,34.84703841816037,17.0,GCA-07W-DL with LND 712 GM tube,detector-indicated Cs-137-equivalent gamma dose rate,LND 712 active-volume centre,0.0,1.0,1.571,0.068583509896448,True,1.0,1.0,lower,Lower height interval (38–65 cm),/root/Rfys_VI/RFP-master/Bachelor_projekt/NF_AmBe_Parafifn/N4_5_measured_gamma_outputs/tables/measured_gamma_scan_summary_final.csv,detector_indicated_gamma_dose_rate_cs137_equivalent_uSv_h,detector_indicated_gamma_dose_rate_cs137_equivalent_uncertainty_uSv_h,above_background_2sigma,horizontal_line_position_uncertainty_cm,height_uncertainty_cm,4.365595792262763
gamma,P4,P4_x20_h58,20.0,58.0,57.98917404189133,48.98917404189133,17.0,GCA-07W-DL with LND 712 GM tube,detector-indicated Cs-137-equivalent gamma dose rate,LND 712 active-volume centre,0.0,1.0,1.142,0.0665275119762462,True,1.0,1.0,lower,Lower height interval (38–65 cm),/root/Rfys_VI/RFP-master/Bachelor_projekt/NF_AmBe_Parafifn/N4_5_measured_gamma_outputs/tables/measured_gamma_scan_summary_final.csv,detector_indicated_gamma_dose_rate_cs137_equivalent_uSv_h,detector_indicated_gamma_dose_rate_cs137_equivalent_uncertainty_uSv_h,above_background_2sigma,horizontal_line_position_uncertainty_cm,height_uncertainty_cm,5.825526442753609
gamma,P4,P4_x71_h58,71.0,58.0,94.05161988240523,85.05161988240525,17.0,GCA-07W-DL with LND 712 GM tube,detector-indicated Cs-137-equivalent gamma dose rate,LND 712 active-volume centre,0.0,1.0,0.4949999999999999,0.0522206855565876,True,1.0,1.0,lower,Lower height interval (38–65 cm),/root/Rfys_VI/RFP-master/Bachelor_projekt/NF_AmBe_Parafifn/N4_5_measured_gamma_outputs/tables/measured_gamma_scan_summary_final.csv,detector_indicated_gamma_dose_rate_cs137_equivalent_uSv_h,detector_indicated_gamma_dose_rate_cs137_equivalent_uncertainty_uSv_h,above_background_2sigma,horizontal_line_position_uncertainty_cm,height_uncertainty_cm,10.549633445775275
